run	cap	frequency	period
9.200000000000000e+001	1.089890e-005	9.304430e-001	1.074760e+000
9.300000000000000e+001	1.014890e-005	9.964770e-001	1.003540e+000
9.400000000000000e+001	9.520400e-006	1.046050e+000	9.559770e-001
9.500000000000000e+001	9.787130e-006	1.018380e+000	9.819550e-001
9.600000000000000e+001	9.707110e-006	1.024790e+000	9.758100e-001
9.700000000000000e+001	9.400340e-006	1.073080e+000	9.318950e-001
9.800000000000000e+001	9.218760e-006	1.080400e+000	9.255820e-001
9.900000000000000e+001	1.037530e-005	9.724980e-001	1.028280e+000
1.000000000000000e+002	9.614460e-006	1.048400e+000	9.538360e-001
1.010000000000000e+002	1.044990e-005	9.558960e-001	1.046140e+000
1.020000000000000e+002	9.196600e-006	1.098790e+000	9.100910e-001
1.030000000000000e+002	1.045570e-005	9.597190e-001	1.041970e+000
1.040000000000000e+002	9.099920e-006	1.095620e+000	9.127280e-001
1.050000000000000e+002	9.424940e-006	1.055550e+000	9.473730e-001
1.060000000000000e+002	1.021190e-005	9.688710e-001	1.032130e+000
1.070000000000000e+002	1.024660e-005	9.691050e-001	1.031880e+000
1.080000000000000e+002	9.612810e-006	1.050890e+000	9.515720e-001
1.090000000000000e+002	9.062070e-006	1.109800e+000	9.010670e-001
1.100000000000000e+002	1.022320e-005	9.721500e-001	1.028650e+000
1.110000000000000e+002	1.058640e-005	9.438030e-001	1.059540e+000
1.120000000000000e+002	1.034550e-005	9.706320e-001	1.030260e+000
1.130000000000000e+002	1.054200e-005	9.368140e-001	1.067450e+000
1.140000000000000e+002	1.078790e-005	9.289010e-001	1.076540e+000
1.150000000000000e+002	9.394730e-006	1.058250e+000	9.449570e-001
1.160000000000000e+002	1.025740e-005	9.773650e-001	1.023160e+000
1.170000000000000e+002	1.057620e-005	9.536400e-001	1.048610e+000
1.180000000000000e+002	1.071070e-005	9.400170e-001	1.063810e+000
1.190000000000000e+002	9.383740e-006	1.048730e+000	9.535320e-001
1.200000000000000e+002	9.348280e-006	1.070100e+000	9.344890e-001
1.210000000000000e+002	9.742450e-006	1.033640e+000	9.674580e-001
1.220000000000000e+002	1.094210e-005	9.285100e-001	1.076990e+000
1.230000000000000e+002	9.018490e-006	1.107710e+000	9.027640e-001
1.240000000000000e+002	9.181340e-006	1.080680e+000	9.253400e-001
1.250000000000000e+002	1.007100e-005	9.999970e-001	1.000000e+000
1.260000000000000e+002	1.072670e-005	9.319030e-001	1.073070e+000
1.270000000000000e+002	1.072840e-005	9.331260e-001	1.071670e+000
1.280000000000000e+002	1.065730e-005	9.331220e-001	1.071670e+000
1.290000000000000e+002	9.880340e-006	1.022100e+000	9.783820e-001
1.300000000000000e+002	9.001710e-006	1.108760e+000	9.019100e-001
1.310000000000000e+002	1.036780e-005	9.680550e-001	1.033000e+000
1.320000000000000e+002	9.037110e-006	1.084640e+000	9.219660e-001
1.330000000000000e+002	9.863430e-006	1.014270e+000	9.859330e-001
1.340000000000000e+002	9.045660e-006	1.106500e+000	9.037500e-001
1.350000000000000e+002	9.926850e-006	1.018100e+000	9.822250e-001
1.360000000000000e+002	1.021600e-005	9.884240e-001	1.011710e+000
1.370000000000000e+002	1.042330e-005	9.532090e-001	1.049090e+000
1.380000000000000e+002	1.037630e-005	9.604060e-001	1.041230e+000
1.390000000000000e+002	9.492870e-006	1.056210e+000	9.467820e-001
1.400000000000000e+002	1.024670e-005	9.678260e-001	1.033240e+000
1.410000000000000e+002	1.025890e-005	9.767060e-001	1.023850e+000
1.420000000000000e+002	9.899440e-006	1.003760e+000	9.962550e-001
1.430000000000000e+002	1.046100e-005	9.423160e-001	1.061220e+000
1.440000000000000e+002	1.011270e-005	9.723880e-001	1.028400e+000
1.450000000000000e+002	1.020180e-005	9.912400e-001	1.008840e+000
1.460000000000000e+002	1.030720e-005	9.634940e-001	1.037890e+000
1.470000000000000e+002	9.995090e-006	1.006770e+000	9.932800e-001
1.480000000000000e+002	9.751790e-006	1.020940e+000	9.794890e-001
1.490000000000000e+002	1.030120e-005	9.631760e-001	1.038230e+000
1.500000000000000e+002	9.726520e-006	1.033400e+000	9.676830e-001
1.510000000000000e+002	1.073890e-005	9.230450e-001	1.083370e+000
1.520000000000000e+002	9.329720e-006	1.086600e+000	9.203010e-001
1.530000000000000e+002	1.016020e-005	9.834860e-001	1.016790e+000
1.540000000000000e+002	1.061770e-005	9.482080e-001	1.054620e+000
1.550000000000000e+002	9.776510e-006	1.010270e+000	9.898320e-001
1.560000000000000e+002	9.763450e-006	1.032990e+000	9.680680e-001
1.570000000000000e+002	1.052210e-005	9.515700e-001	1.050900e+000
1.580000000000000e+002	9.922700e-006	1.000410e+000	9.995930e-001
1.590000000000000e+002	1.084410e-005	9.107950e-001	1.097940e+000
1.600000000000000e+002	1.049440e-005	9.527130e-001	1.049630e+000
1.610000000000000e+002	1.010570e-005	9.925410e-001	1.007520e+000
1.620000000000000e+002	1.046350e-005	9.516480e-001	1.050810e+000
1.630000000000000e+002	9.789880e-006	1.037350e+000	9.639980e-001
1.640000000000000e+002	1.051240e-005	9.457940e-001	1.057310e+000
1.650000000000000e+002	9.691730e-006	1.016790e+000	9.834880e-001
1.660000000000000e+002	9.590590e-006	1.041290e+000	9.603470e-001
1.670000000000000e+002	9.286020e-006	1.065880e+000	9.381930e-001
1.680000000000000e+002	1.062840e-005	9.437690e-001	1.059580e+000
1.690000000000000e+002	9.458750e-006	1.049940e+000	9.524390e-001
1.700000000000000e+002	9.081790e-006	1.104710e+000	9.052120e-001
1.710000000000000e+002	1.078890e-005	9.306010e-001	1.074570e+000
1.720000000000000e+002	1.099870e-005	9.142510e-001	1.093790e+000
1.730000000000000e+002	9.568740e-006	1.042720e+000	9.590270e-001
1.740000000000000e+002	1.029010e-005	9.794030e-001	1.021030e+000
1.750000000000000e+002	9.750140e-006	1.039180e+000	9.622980e-001
1.760000000000000e+002	9.897730e-006	1.021500e+000	9.789490e-001
1.770000000000000e+002	1.000340e-005	1.011110e+000	9.890080e-001
1.780000000000000e+002	1.054230e-005	9.473620e-001	1.055560e+000
1.790000000000000e+002	1.007790e-005	9.943850e-001	1.005650e+000
1.800000000000000e+002	9.742090e-006	1.033720e+000	9.673780e-001
1.810000000000000e+002	9.649860e-006	1.049810e+000	9.525540e-001
1.820000000000000e+002	1.078790e-005	9.296690e-001	1.075650e+000
1.830000000000000e+002	9.847320e-006	1.015210e+000	9.850200e-001
1.840000000000000e+002	1.036330e-005	9.568140e-001	1.045140e+000
1.850000000000000e+002	1.063680e-005	9.500260e-001	1.052600e+000
1.860000000000000e+002	1.049660e-005	9.449920e-001	1.058210e+000
1.870000000000000e+002	1.026190e-005	9.830300e-001	1.017260e+000
1.880000000000000e+002	9.531880e-006	1.051520e+000	9.510010e-001
1.890000000000000e+002	9.920130e-006	1.002580e+000	9.974290e-001
1.900000000000000e+002	9.807760e-006	1.018510e+000	9.818220e-001
1.910000000000000e+002	9.864350e-006	1.021520e+000	9.789360e-001
1.920000000000000e+002	1.073040e-005	9.263600e-001	1.079490e+000
1.930000000000000e+002	1.011920e-005	9.796500e-001	1.020770e+000
1.940000000000000e+002	1.092820e-005	9.092820e-001	1.099770e+000
1.950000000000000e+002	9.997160e-006	9.916610e-001	1.008410e+000
1.960000000000000e+002	1.017690e-005	9.794970e-001	1.020930e+000
1.970000000000000e+002	9.602800e-006	1.038730e+000	9.627100e-001
1.980000000000000e+002	1.078070e-005	9.452420e-001	1.057930e+000
1.990000000000000e+002	9.513870e-006	1.054200e+000	9.485880e-001
2.000000000000000e+002	9.098570e-006	1.105520e+000	9.045520e-001
2.010000000000000e+002	9.824550e-006	1.010830e+000	9.892870e-001
2.020000000000000e+002	1.090260e-005	9.126340e-001	1.095730e+000
2.030000000000000e+002	1.074020e-005	9.175270e-001	1.089890e+000
2.040000000000000e+002	9.255260e-006	1.083090e+000	9.232890e-001
2.050000000000000e+002	9.909570e-006	1.007250e+000	9.928030e-001
2.060000000000000e+002	1.059440e-005	9.323580e-001	1.072550e+000
2.070000000000000e+002	1.068430e-005	9.386480e-001	1.065360e+000
2.080000000000000e+002	9.712420e-006	1.027490e+000	9.732430e-001
2.090000000000000e+002	1.048980e-005	9.618110e-001	1.039700e+000
2.100000000000000e+002	9.317640e-006	1.071890e+000	9.329350e-001
2.110000000000000e+002	9.498430e-006	1.050200e+000	9.521960e-001
2.120000000000000e+002	1.086500e-005	9.138950e-001	1.094220e+000
2.130000000000000e+002	1.079030e-005	9.332800e-001	1.071490e+000
2.140000000000000e+002	1.034390e-005	9.655020e-001	1.035730e+000
2.150000000000000e+002	1.018960e-005	9.789750e-001	1.021480e+000
2.160000000000000e+002	9.710650e-006	1.025380e+000	9.752520e-001
2.170000000000000e+002	1.096510e-005	9.024990e-001	1.108030e+000
2.180000000000000e+002	9.652910e-006	1.038200e+000	9.632090e-001
2.190000000000000e+002	9.580340e-006	1.039610e+000	9.618950e-001
2.200000000000000e+002	1.037340e-005	9.528170e-001	1.049520e+000
2.210000000000000e+002	9.683130e-006	1.021590e+000	9.788670e-001
2.220000000000000e+002	1.008110e-005	9.915950e-001	1.008480e+000
2.230000000000000e+002	1.051990e-005	9.435760e-001	1.059800e+000
2.240000000000000e+002	9.876740e-006	1.020750e+000	9.796730e-001
2.250000000000000e+002	1.096410e-005	9.074270e-001	1.102020e+000
2.260000000000000e+002	1.072010e-005	9.409100e-001	1.062800e+000
2.270000000000000e+002	9.344920e-006	1.066050e+000	9.380420e-001
2.280000000000000e+002	9.167360e-006	1.089320e+000	9.180060e-001
2.290000000000000e+002	1.026460e-005	9.840810e-001	1.016180e+000
2.300000000000000e+002	9.565020e-006	1.034050e+000	9.670730e-001
2.310000000000000e+002	1.059080e-005	9.392880e-001	1.064640e+000
2.320000000000000e+002	9.388500e-006	1.061360e+000	9.421900e-001
2.330000000000000e+002	9.813620e-006	1.026670e+000	9.740250e-001
2.340000000000000e+002	9.412980e-006	1.065170e+000	9.388180e-001
2.350000000000000e+002	1.095210e-005	9.015830e-001	1.109160e+000
2.360000000000000e+002	9.403330e-006	1.070890e+000	9.337990e-001
2.370000000000000e+002	9.199220e-006	1.089910e+000	9.175060e-001
2.380000000000000e+002	9.011540e-006	1.120400e+000	8.925420e-001
2.390000000000000e+002	1.049380e-005	9.515370e-001	1.050930e+000
2.400000000000000e+002	1.056850e-005	9.526740e-001	1.049680e+000
2.410000000000000e+002	9.203860e-006	1.099030e+000	9.098910e-001
2.420000000000000e+002	9.457290e-006	1.070360e+000	9.342650e-001
2.430000000000000e+002	9.112310e-006	1.087670e+000	9.193980e-001
2.440000000000000e+002	1.075730e-005	9.263850e-001	1.079460e+000
2.450000000000000e+002	1.089040e-005	9.329110e-001	1.071910e+000
2.460000000000000e+002	9.843900e-006	1.008460e+000	9.916110e-001
2.470000000000000e+002	1.024630e-005	9.732810e-001	1.027450e+000
2.480000000000000e+002	9.633560e-006	1.035750e+000	9.654870e-001
2.490000000000000e+002	9.938140e-006	1.002300e+000	9.977050e-001
2.500000000000000e+002	1.016090e-005	9.718900e-001	1.028920e+000
2.510000000000000e+002	9.837180e-006	1.013980e+000	9.862090e-001
2.520000000000000e+002	9.174690e-006	1.097000e+000	9.115780e-001
2.530000000000000e+002	1.022900e-005	9.873640e-001	1.012800e+000
2.540000000000000e+002	9.441910e-006	1.068410e+000	9.359680e-001
2.550000000000000e+002	1.054110e-005	9.382620e-001	1.065800e+000
2.560000000000000e+002	9.445330e-006	1.058830e+000	9.444390e-001
2.570000000000000e+002	1.068320e-005	9.356950e-001	1.068720e+000
2.580000000000000e+002	9.163460e-006	1.091270e+000	9.163640e-001
2.590000000000000e+002	9.188790e-006	1.079590e+000	9.262780e-001
2.600000000000000e+002	9.620620e-006	1.042730e+000	9.590220e-001
2.610000000000000e+002	9.344920e-006	1.064650e+000	9.392780e-001
2.620000000000000e+002	9.892910e-006	1.010070e+000	9.900340e-001
2.630000000000000e+002	9.497210e-006	1.047410e+000	9.547340e-001
2.640000000000000e+002	1.025980e-005	9.764120e-001	1.024160e+000
2.650000000000000e+002	1.071890e-005	9.198320e-001	1.087160e+000
2.660000000000000e+002	9.187080e-006	1.087880e+000	9.192180e-001
2.670000000000000e+002	1.003020e-005	1.015560e+000	9.846760e-001
2.680000000000000e+002	1.082960e-005	9.249240e-001	1.081170e+000
2.690000000000000e+002	1.035590e-005	9.719910e-001	1.028820e+000
2.700000000000000e+002	1.074090e-005	9.355380e-001	1.068900e+000
2.710000000000000e+002	9.409250e-006	1.052790e+000	9.498580e-001
2.720000000000000e+002	1.047760e-005	9.502630e-001	1.052340e+000
2.730000000000000e+002	1.068870e-005	9.260140e-001	1.079900e+000
2.740000000000000e+002	1.078550e-005	9.281410e-001	1.077420e+000
2.750000000000000e+002	1.077510e-005	9.357760e-001	1.068630e+000
2.760000000000000e+002	1.005570e-005	9.935540e-001	1.006490e+000
2.770000000000000e+002	1.011810e-005	9.760730e-001	1.024510e+000
2.780000000000000e+002	9.736960e-006	1.037920e+000	9.634610e-001
2.790000000000000e+002	9.497630e-006	1.059690e+000	9.436730e-001
2.800000000000000e+002	9.393690e-006	1.058440e+000	9.447830e-001
2.810000000000000e+002	9.348890e-006	1.076740e+000	9.287250e-001
2.820000000000000e+002	9.094610e-006	1.104130e+000	9.056920e-001
2.830000000000000e+002	1.013790e-005	9.854540e-001	1.014760e+000
2.840000000000000e+002	9.822530e-006	1.030120e+000	9.707640e-001
2.850000000000000e+002	1.097590e-005	9.038360e-001	1.106400e+000
2.860000000000000e+002	9.589500e-006	1.047880e+000	9.543090e-001
2.870000000000000e+002	1.065840e-005	9.320430e-001	1.072910e+000
2.880000000000000e+002	9.947840e-006	1.005450e+000	9.945840e-001
2.890000000000000e+002	1.031940e-005	9.699650e-001	1.030960e+000
2.900000000000000e+002	1.058260e-005	9.470690e-001	1.055890e+000
2.910000000000000e+002	9.884180e-006	1.012420e+000	9.877370e-001
2.920000000000000e+002	1.067330e-005	9.454080e-001	1.057740e+000
2.930000000000000e+002	9.511920e-006	1.056800e+000	9.462540e-001
2.940000000000000e+002	1.071360e-005	9.423190e-001	1.061210e+000
2.950000000000000e+002	1.021370e-005	9.816510e-001	1.018690e+000
2.960000000000000e+002	9.474140e-006	1.056100e+000	9.468780e-001
2.970000000000000e+002	1.083340e-005	9.137440e-001	1.094400e+000
2.980000000000000e+002	9.799160e-006	1.016130e+000	9.841240e-001
2.990000000000000e+002	9.579910e-006	1.043240e+000	9.585560e-001
3.000000000000000e+002	9.920680e-006	1.021740e+000	9.787190e-001
3.010000000000000e+002	9.297370e-006	1.069840e+000	9.347230e-001
3.020000000000000e+002	9.981480e-006	9.966200e-001	1.003390e+000
3.030000000000000e+002	1.066120e-005	9.275500e-001	1.078110e+000
3.040000000000000e+002	1.045140e-005	9.541520e-001	1.048050e+000
3.050000000000000e+002	1.048720e-005	9.551680e-001	1.046940e+000
3.060000000000000e+002	1.012640e-005	9.978610e-001	1.002140e+000
3.070000000000000e+002	9.341930e-006	1.074750e+000	9.304500e-001
3.080000000000000e+002	1.039680e-005	9.586100e-001	1.043180e+000
3.090000000000000e+002	9.641380e-006	1.043530e+000	9.582860e-001
3.100000000000000e+002	9.472430e-006	1.058430e+000	9.447930e-001
3.110000000000000e+002	1.042430e-005	9.478550e-001	1.055010e+000
3.120000000000000e+002	9.252750e-006	1.072100e+000	9.327460e-001
3.130000000000000e+002	9.990330e-006	1.006590e+000	9.934490e-001
3.140000000000000e+002	1.052860e-005	9.523650e-001	1.050020e+000
3.150000000000000e+002	1.058810e-005	9.365750e-001	1.067720e+000
3.160000000000000e+002	9.203560e-006	1.100500e+000	9.086750e-001
3.170000000000000e+002	1.034150e-005	9.644160e-001	1.036900e+000
3.180000000000000e+002	9.222910e-006	1.092660e+000	9.151970e-001
3.190000000000000e+002	1.060240e-005	9.375130e-001	1.066650e+000
3.200000000000000e+002	1.089600e-005	9.259820e-001	1.079930e+000
3.210000000000000e+002	9.915860e-006	1.007920e+000	9.921400e-001
3.220000000000000e+002	1.030150e-005	9.682720e-001	1.032770e+000
3.230000000000000e+002	1.078660e-005	9.265830e-001	1.079230e+000
3.240000000000000e+002	1.046210e-005	9.529160e-001	1.049410e+000
3.250000000000000e+002	1.043360e-005	9.487430e-001	1.054030e+000
3.260000000000000e+002	9.976170e-006	1.004850e+000	9.951720e-001
3.270000000000000e+002	9.720660e-006	1.013360e+000	9.868170e-001
3.280000000000000e+002	9.793360e-006	1.028050e+000	9.727170e-001
3.290000000000000e+002	9.449960e-006	1.056700e+000	9.463390e-001
3.300000000000000e+002	9.823390e-006	1.022900e+000	9.776080e-001
3.310000000000000e+002	1.020680e-005	9.834340e-001	1.016850e+000
3.320000000000000e+002	1.006330e-005	9.839450e-001	1.016320e+000
3.330000000000000e+002	1.094170e-005	9.133320e-001	1.094890e+000
3.340000000000000e+002	9.932580e-006	1.015090e+000	9.851360e-001
3.350000000000000e+002	1.047980e-005	9.545810e-001	1.047580e+000
3.360000000000000e+002	1.050180e-005	9.515870e-001	1.050880e+000
3.370000000000000e+002	9.142220e-006	1.080810e+000	9.252360e-001
3.380000000000000e+002	9.304390e-006	1.073750e+000	9.313170e-001
3.390000000000000e+002	1.066860e-005	9.236060e-001	1.082710e+000
3.400000000000000e+002	1.041750e-005	9.548520e-001	1.047280e+000
3.410000000000000e+002	9.628250e-006	1.034680e+000	9.664830e-001
3.420000000000000e+002	9.499530e-006	1.056710e+000	9.463340e-001
3.430000000000000e+002	1.050660e-005	9.514110e-001	1.051070e+000
3.440000000000000e+002	1.047250e-005	9.452550e-001	1.057920e+000
3.450000000000000e+002	9.655350e-006	1.038040e+000	9.633520e-001
3.460000000000000e+002	9.536700e-006	1.049990e+000	9.523870e-001
3.470000000000000e+002	1.029300e-005	9.724660e-001	1.028310e+000
3.480000000000000e+002	9.204540e-006	1.086820e+000	9.201170e-001
3.490000000000000e+002	9.743980e-006	1.017240e+000	9.830490e-001
3.500000000000000e+002	1.004150e-005	9.946570e-001	1.005370e+000
3.510000000000000e+002	9.103460e-006	1.092200e+000	9.155850e-001
3.520000000000000e+002	1.080150e-005	9.203440e-001	1.086550e+000
3.530000000000000e+002	1.051540e-005	9.510520e-001	1.051470e+000
3.540000000000000e+002	1.064450e-005	9.417460e-001	1.061860e+000
3.550000000000000e+002	1.025140e-005	9.711060e-001	1.029750e+000
3.560000000000000e+002	1.012390e-005	9.958680e-001	1.004150e+000
3.570000000000000e+002	1.077780e-005	9.184300e-001	1.088810e+000
3.580000000000000e+002	1.063000e-005	9.367040e-001	1.067570e+000
3.590000000000000e+002	9.998570e-006	9.904790e-001	1.009610e+000
3.600000000000000e+002	1.097910e-005	9.083900e-001	1.100850e+000
3.610000000000000e+002	1.086180e-005	9.222350e-001	1.084320e+000
3.620000000000000e+002	1.083400e-005	9.280140e-001	1.077570e+000
3.630000000000000e+002	9.516130e-006	1.053080e+000	9.495980e-001
3.640000000000000e+002	9.644310e-006	1.022130e+000	9.783450e-001
3.650000000000000e+002	9.206790e-006	1.092050e+000	9.157070e-001
3.660000000000000e+002	1.079350e-005	9.299990e-001	1.075270e+000
3.670000000000000e+002	1.009590e-005	9.822230e-001	1.018100e+000
3.680000000000000e+002	9.640280e-006	1.045180e+000	9.567710e-001
3.690000000000000e+002	1.019700e-005	9.748220e-001	1.025830e+000
3.700000000000000e+002	9.143560e-006	1.092520e+000	9.153120e-001
3.710000000000000e+002	9.610490e-006	1.049990e+000	9.523880e-001
3.720000000000000e+002	9.754480e-006	1.022550e+000	9.779460e-001
3.730000000000000e+002	9.246710e-006	1.074230e+000	9.308960e-001
3.740000000000000e+002	9.267340e-006	1.077350e+000	9.282060e-001
3.750000000000000e+002	1.022520e-005	9.769620e-001	1.023580e+000
3.760000000000000e+002	9.314580e-006	1.078370e+000	9.273280e-001
3.770000000000000e+002	9.136970e-006	1.089970e+000	9.174540e-001
3.780000000000000e+002	1.019340e-005	9.891930e-001	1.010930e+000
3.790000000000000e+002	9.358230e-006	1.058440e+000	9.447840e-001
3.800000000000000e+002	1.071230e-005	9.490980e-001	1.053630e+000
3.810000000000000e+002	9.601210e-006	1.050210e+000	9.521920e-001
3.820000000000000e+002	1.074440e-005	9.322490e-001	1.072670e+000
3.830000000000000e+002	9.892060e-006	1.004610e+000	9.954080e-001
3.840000000000000e+002	9.175970e-006	1.096260e+000	9.121920e-001
3.850000000000000e+002	1.016100e-005	9.741000e-001	1.026590e+000
3.860000000000000e+002	1.093590e-005	9.180810e-001	1.089230e+000
3.870000000000000e+002	9.634110e-006	1.046620e+000	9.554530e-001
3.880000000000000e+002	9.795190e-006	1.022150e+000	9.783340e-001
3.890000000000000e+002	1.021240e-005	9.780580e-001	1.022430e+000
3.900000000000000e+002	1.062420e-005	9.451360e-001	1.058050e+000
3.910000000000000e+002	1.002790e-005	9.914770e-001	1.008600e+000
3.920000000000000e+002	9.793050e-006	1.019730e+000	9.806550e-001
3.930000000000000e+002	1.036160e-005	9.657660e-001	1.035450e+000
3.940000000000000e+002	9.405290e-006	1.052240e+000	9.503570e-001
3.950000000000000e+002	1.011360e-005	9.935860e-001	1.006460e+000
3.960000000000000e+002	1.005040e-005	1.000470e+000	9.995290e-001
3.970000000000000e+002	9.010680e-006	1.104730e+000	9.051980e-001
3.980000000000000e+002	9.763210e-006	1.032520e+000	9.685080e-001
3.990000000000000e+002	9.739650e-006	1.028290e+000	9.724900e-001
