run	cap	frequency	period
4.000000000000000e+002	9.878810e-006	1.014320e+000	9.858790e-001
4.010000000000000e+002	1.019430e-005	9.837590e-001	1.016510e+000
4.020000000000000e+002	9.468150e-006	1.050520e+000	9.519050e-001
4.030000000000000e+002	1.002300e-005	9.903180e-001	1.009780e+000
4.040000000000000e+002	9.044310e-006	1.114390e+000	8.973480e-001
4.050000000000000e+002	1.066470e-005	9.275590e-001	1.078100e+000
4.060000000000000e+002	9.225230e-006	1.074740e+000	9.304560e-001
4.070000000000000e+002	9.060370e-006	1.107880e+000	9.026240e-001
4.080000000000000e+002	9.040830e-006	1.098200e+000	9.105790e-001
4.090000000000000e+002	1.022820e-005	9.808600e-001	1.019510e+000
4.100000000000000e+002	9.572830e-006	1.041220e+000	9.604080e-001
4.110000000000000e+002	1.088930e-005	9.055950e-001	1.104250e+000
4.120000000000000e+002	9.613300e-006	1.041250e+000	9.603870e-001
4.130000000000000e+002	9.331250e-006	1.070210e+000	9.343960e-001
4.140000000000000e+002	9.030880e-006	1.098400e+000	9.104150e-001
4.150000000000000e+002	9.698690e-006	1.033170e+000	9.678970e-001
4.160000000000000e+002	1.053140e-005	9.590990e-001	1.042640e+000
4.170000000000000e+002	9.895780e-006	1.010690e+000	9.894250e-001
4.180000000000000e+002	9.499710e-006	1.049600e+000	9.527470e-001
4.190000000000000e+002	9.290230e-006	1.073550e+000	9.314850e-001
4.200000000000000e+002	1.061280e-005	9.323680e-001	1.072540e+000
4.210000000000000e+002	9.405650e-006	1.055920e+000	9.470430e-001
4.220000000000000e+002	1.090800e-005	9.148060e-001	1.093130e+000
4.230000000000000e+002	9.789030e-006	1.018280e+000	9.820460e-001
4.240000000000000e+002	9.996980e-006	1.005160e+000	9.948670e-001
4.250000000000000e+002	1.024250e-005	9.640930e-001	1.037240e+000
4.260000000000000e+002	9.111390e-006	1.093590e+000	9.144220e-001
4.270000000000000e+002	9.604570e-006	1.040780e+000	9.608150e-001
4.280000000000000e+002	9.668110e-006	1.043450e+000	9.583550e-001
4.290000000000000e+002	1.027130e-005	9.775890e-001	1.022930e+000
4.300000000000000e+002	9.041200e-006	1.108370e+000	9.022270e-001
4.310000000000000e+002	1.064170e-005	9.364640e-001	1.067850e+000
4.320000000000000e+002	1.022890e-005	9.808440e-001	1.019530e+000
4.330000000000000e+002	1.067720e-005	9.273240e-001	1.078370e+000
4.340000000000000e+002	9.102360e-006	1.096560e+000	9.119440e-001
4.350000000000000e+002	1.076170e-005	9.412060e-001	1.062470e+000
4.360000000000000e+002	9.923920e-006	1.020020e+000	9.803750e-001
4.370000000000000e+002	9.050110e-006	1.109250e+000	9.015060e-001
4.380000000000000e+002	1.082240e-005	9.360260e-001	1.068350e+000
4.390000000000000e+002	9.492690e-006	1.050010e+000	9.523730e-001
4.400000000000000e+002	9.912930e-006	1.017840e+000	9.824740e-001
4.410000000000000e+002	9.722010e-006	1.029690e+000	9.711660e-001
4.420000000000000e+002	9.749170e-006	1.025350e+000	9.752770e-001
4.430000000000000e+002	1.099160e-005	9.173730e-001	1.090070e+000
4.440000000000000e+002	1.079450e-005	9.319040e-001	1.073070e+000
4.450000000000000e+002	9.352000e-006	1.080500e+000	9.254930e-001
4.460000000000000e+002	9.600240e-006	1.040040e+000	9.615050e-001
4.470000000000000e+002	1.025380e-005	9.806130e-001	1.019770e+000
4.480000000000000e+002	1.037930e-005	9.650400e-001	1.036230e+000
4.490000000000000e+002	9.762540e-006	1.029400e+000	9.714440e-001
4.500000000000000e+002	9.660360e-006	1.037970e+000	9.634230e-001
4.510000000000000e+002	1.057520e-005	9.554080e-001	1.046670e+000
4.520000000000000e+002	1.071360e-005	9.360180e-001	1.068360e+000
4.530000000000000e+002	1.002530e-005	9.887730e-001	1.011350e+000
4.540000000000000e+002	9.430680e-006	1.054480e+000	9.483320e-001
4.550000000000000e+002	1.026260e-005	9.679070e-001	1.033160e+000
4.560000000000000e+002	1.035260e-005	9.709200e-001	1.029950e+000
4.570000000000000e+002	9.797330e-006	1.037340e+000	9.640040e-001
4.580000000000000e+002	1.052670e-005	9.465550e-001	1.056460e+000
4.590000000000000e+002	1.059450e-005	9.513470e-001	1.051140e+000
4.600000000000000e+002	9.884370e-006	1.002440e+000	9.975680e-001
4.610000000000000e+002	9.906700e-006	1.000940e+000	9.990640e-001
4.620000000000000e+002	9.826620e-006	1.027650e+000	9.730960e-001
4.630000000000000e+002	9.032470e-006	1.107980e+000	9.025440e-001
4.640000000000000e+002	1.070240e-005	9.381930e-001	1.065880e+000
4.650000000000000e+002	1.018850e-005	9.680290e-001	1.033030e+000
4.660000000000000e+002	9.870510e-006	1.016950e+000	9.833310e-001
4.670000000000000e+002	9.681840e-006	1.027130e+000	9.735890e-001
4.680000000000000e+002	9.029850e-006	1.108850e+000	9.018380e-001
4.690000000000000e+002	1.057100e-005	9.487710e-001	1.054000e+000
4.700000000000000e+002	1.050790e-005	9.473560e-001	1.055570e+000
4.710000000000000e+002	9.002560e-006	1.105810e+000	9.043150e-001
4.720000000000000e+002	9.192510e-006	1.083730e+000	9.227350e-001
4.730000000000000e+002	9.411270e-006	1.055820e+000	9.471300e-001
4.740000000000000e+002	9.796720e-006	1.026370e+000	9.743060e-001
4.750000000000000e+002	1.077050e-005	9.337530e-001	1.070950e+000
4.760000000000000e+002	1.014240e-005	9.871840e-001	1.012980e+000
4.770000000000000e+002	9.081420e-006	1.110450e+000	9.005330e-001
4.780000000000000e+002	1.015150e-005	9.871730e-001	1.012990e+000
4.790000000000000e+002	1.028790e-005	9.703240e-001	1.030580e+000
4.800000000000000e+002	9.231270e-006	1.087290e+000	9.197210e-001
4.810000000000000e+002	1.080430e-005	9.180090e-001	1.089310e+000
4.820000000000000e+002	9.742030e-006	1.035420e+000	9.657940e-001
4.830000000000000e+002	9.844570e-006	1.021410e+000	9.790410e-001
4.840000000000000e+002	9.233890e-006	1.072790e+000	9.321470e-001
4.850000000000000e+002	1.073940e-005	9.282320e-001	1.077320e+000
4.860000000000000e+002	9.141420e-006	1.095840e+000	9.125380e-001
4.870000000000000e+002	9.428970e-006	1.051570e+000	9.509620e-001
4.880000000000000e+002	1.062170e-005	9.594440e-001	1.042270e+000
4.890000000000000e+002	9.319220e-006	1.074290e+000	9.308440e-001
4.900000000000000e+002	9.225040e-006	1.084120e+000	9.224030e-001
4.910000000000000e+002	1.068900e-005	9.249050e-001	1.081190e+000
4.920000000000000e+002	9.085760e-006	1.104450e+000	9.054280e-001
4.930000000000000e+002	9.834680e-006	1.014530e+000	9.856800e-001
4.940000000000000e+002	1.031860e-005	9.813270e-001	1.019030e+000
4.950000000000000e+002	1.014250e-005	9.791620e-001	1.021280e+000
4.960000000000000e+002	1.031100e-005	9.722440e-001	1.028550e+000
4.970000000000000e+002	1.027140e-005	9.792400e-001	1.021200e+000
4.980000000000000e+002	1.059670e-005	9.589270e-001	1.042830e+000
4.990000000000000e+002	9.639120e-006	1.034350e+000	9.667870e-001
5.000000000000000e+002	9.998930e-006	9.865020e-001	1.013680e+000
